name;base_fond;science_fond;ams;n_buildings;n_days;guests;employees
Знаменский районный краеведческий музей;8395;4239;0;2;255;6.5;5
Уметский историко-краеведческий музей;1354;512;0;1;280;2.9;2
Ржаксинский ист.-краеведческий музей;685;1400;0;1;203;3.9;2
Мичуринский лит.-музыкальный музей;7632;2497;400;2;317;11.9;9
Мем.музей-усадьба С.А.Зверева-Кыыл Уола;975;639;312;2;189;0.2;4
Вязниковский музей песни ХХ века;531;1661;173;1;253;5;4
Камешковский ист.-краеведческий музей;3134;1915;3134;2;250;5.2;6
Музейно-выст.объединение с.Панфилово;317;52;173;1;248;0.6;2
Селивановский ист.-краеведческий музей;656;1176;33;2;258;2.9;4
Краеведческий музей района им.П.Осипенко;912;2642;0;1;276;2;7
Нефтекумский ист.-краеведческий музей;3471;436;750;1;246;4.8;9
Мемориальный дом-музей А.Чекалина;32;111;0;1;301;1.4;2
Константиновский краеведческий музей;4958;1021;0;1;278;9.9;4
Челно-Вершинский ист-краеведческий музей;1963;631;828;1;118;2.6;2
Новоусманский р-ный краеведческий музей;1799;1202;0;1;253;5.4;2
Ульяновский краеведческий музей;571;150;0;1;235;4.2;1
Коношский районный краеведческий музей;2743;550;34;3;306;6.3;7
Казачинский музейно-выставочный центр;560;230;560;1;300;3.4;4
Партизанский краеведческий музей;2230;1077;0;1;250;1.2;2
Гунибский краеведческий музей;1661;1284;0;1;300;8.5;8
Согратлинский краеведческий музей;2680;1025;0;1;300;7.8;7
Сыктывдинское музейное объединение;12092;3101;1000;2;301;15;12
Уржумский музейно-выставочный центр;15185;4014;574;5;247;27.5;15
Унечская картинная галерея;1829;431;0;1;226;5.9;4
Музей Дятьковского хрусталя;12098;6824;4500;1;315;39.4;21
Калачевский краеведческий музей;936;583;1159;1;247;5.8;2
Карымский район.музей истории и культуры;1724;1733;0;1;132;2.8;2
Даниловский ист.-краеведческий музей;20025;1786;0;2;276;8.1;6
Даниловская художественная галерея;430;0;0;1;300;3.6;4
Пластовский историко-краеведческий музей;12152;6903;4826;1;283;9.7;11
Некоузский историко-краеведческий музей;5495;1198;4864;3;280;1.6;7
Большебрусянский краеведческий музей;6667;531;0;1;210;2.6;1
Шатровский районный краеведческий музей;5623;1408;0;3;247;4.6;5
Художественная галерея г.Чудово;221;0;221;1;252;8.4;5
Маловишерский краеведческий музей;8297;771;0;1;252;7.7;4
Маревский музей краеведения;511;408;0;1;247;1.4;3
Сенгилеевский краеведческий музей;15641;460;711;1;313;26.7;4
Зырянский краеведческий музей;5400;2890;0;1;300;6.7;4
"Белгородский выставочный зал ""Родина""";35;0;0;1;273;9.7;11
Белгородская галерея фотоискусства;4182;1423;161;1;317;10.7;10
Военно-технический музей с.Ивановское;280;13;293;8;270;50.9;27
Государственная галерея им.А.А.Кадырова;1022;1227;0;2;296;32.9;39
Музей истории города Кохма;568;157;0;1;280;3;3
Заволжский худож.-краеведческий музей;3070;964;0;1;293;2.5;17
Давлекановский ист.-краеведческий музей;2435;101;0;1;249;1.4;3
Хилокский краеведческий музей;13966;6192;14006;1;300;1.8;4
Сосновский историко-краеведческий музей;6754;99;5088;1;267;7.9;4
Звениговский краеведческий музей;5597;3305;0;1;310;20.5;5
Кормиловский ист.-краеведческий музей;3818;1360;3818;1;250;7.6;3
Москаленский краеведческий музей;3700;2850;2929;1;247;15;6
Курахский краеведческий музей;1039;1059;0;1;300;4.8;7
"Мемориальный комплекс ""Ватан""";580;310;0;1;300;3.8;8
Карабудахкентский краеведческий музей;720;506;0;1;300;6.5;4
Становлянский краеведческий музей;3742;1042;1387;1;247;4;1
Краеведческий музей г.Александровска;3581;1911;3311;1;252;3;13
Бардымский районный краеведческий музей;5574;2153;7727;1;252;9.4;6
Селижаровский краеведческий музей;3109;6051;0;1;249;5.7;6
Бологовский краев.музей им.Дубравицкого;3672;226;0;1;299;11.5;5
Андреапольский краеведческий музей;2030;3170;0;1;265;3.1;4
Молоковский районный краеведческий музей;114;0;0;1;219;1.1;1
Максатихинский краеведческий музей;872;349;872;1;225;7;1
Фировский краеведческий музей;1759;1052;0;1;240;2.4;1
Оленинский краеведческий музей;1067;341;0;1;247;4.2;6
Белокалитвинский ист-краеведческий музей;7487;13909;7370;1;361;5.9;20
Миллеровский краеведческий музей;3027;2366;934;1;252;8.6;3
Обливский краеведческий музей;1304;1522;1187;1;247;5.1;3
Ист.-краеведческий музей Песчанокоп.р-н;2650;928;1885;1;248;4.3;6
Матвеево-Курганский краеведческий музей;1912;1498;1912;1;257;8.6;6
Левокумский историко-краеведческий музей;2412;634;1700;2;296;7.1;8
Новоалександровский ист.-краеведч.музей;2492;265;2242;1;247;8.2;4
Краеведческий музей села Прасковея;2120;1657;47;1;249;2.7;10
Кашарский музей истории и краеведения;1147;547;1147;1;247;7;3
"Музей наскал.иск-ва""Петроглифы Канозера""";17;0;0;1;276;2.7;12
Музей истории Томска;6477;2172;6477;4;316;58.4;31
Краеведческий музей Шегарского района;4109;55;353;1;295;6.7;4
Краеведческий музей Парабельского района;4995;2443;2718;11;309;5.8;11
Ханымейский историко-краеведческий музей;5220;1502;6722;1;365;5.2;8
Дом-музей Шауката Галиева;227;141;0;1;245;0.9;1
Музей М.Магдиева в д.Губурчак;317;560;0;1;286;2.8;1
Беляевский историко-краеведческий музей;1751;262;0;1;247;3.3;2
Новосергиевский ист.-краеведческий музей;2329;0;0;1;250;6.5;2
Краеведческий музей г.Сорочинска;1366;1220;0;1;248;1;3
Белгородский гос.литературный музей;14105;4078;8796;1;311;11.3;20
Гусь-Хрустальный ист.-художественный музей;2953;1665;1372;1;305;10.3;6
Романовский районный краеведческий музей;3422;1935;0;1;247;1.9;1
Вашкинский районный краеведческий музей;8988;280;6321;3;324;11.5;11
Усть-Кубинский краеведческий музей;3462;600;694;2;252;1.2;7
Володарский районный музейный центр;1546;626;210;1;247;3.7;13
Сокольский народный краеведческий музей;1855;1924;800;2;247;3.1;5
Кстовский историко-краеведческий музей;6474;1068;170;1;305;12.5;13
Пестяковский краеведческий музей;310;241;0;1;242;1.7;4
Мамоновский городской музей;354;208;31;2;247;1.5;2
"Музей-заповедник ""Трехречье""";557;283;21;38;310;11;15
Белебеевская художественная галерея;1408;1597;0;1;281;21;7
Музей Кинзи Арсланова;1109;321;0;1;249;2;1
Литературный музей Гали Сокорая;466;13;405;1;249;1.5;2
Музей Ахсана Мухаметкулова;236;97;0;1;247;0.8;1
Северский историко-краеведческий музей;3108;1870;0;1;250;7.8;4
Чесменский историко-краеведческий музей;2684;1060;1720;1;246;5.4;3
Краеведческий музей г.Саяногорска;16673;12277;5131;1;363;16.4;22
Чистоозерный ист.-краеведческий музей;3250;735;0;1;300;7;2
Буденновский краеведческий музей;6042;760;977;1;298;14.5;10
Кочубеевский ист.-краеведческий музей;1127;1288;1450;1;250;8.5;4
Красногвардейский краеведческий музей;14289;1411;12559;1;309;15;12
Музей Величаевских молодогвардейцев;1950;476;0;1;278;4.8;5
Абанский краеведческий музей;3079;743;155;1;300;5.1;4
Гос.музей худ.культуры Новгородск.земли;6452;1695;7496;3;339;18.6;16
Зимовниковский краеведческий музей;4653;1317;3053;1;247;5.6;7
Даровской районный краеведческий музей;464;1504;20;1;247;6;4
Верхошижемский краеведческий музей;5650;2936;0;2;266;2.5;3
Худож.музей им.В.Сорокина-Дом Мастера;401;1550;391;1;259;4.8;6
Добровский краеведческий музей;1164;1354;1225;1;68;0.3;3
Краеведческий музей поселка Лев Толстой;2060;95;0;1;260;4.4;2
Лебяжский районный краеведческий музей;1687;485;0;1;286;4.3;2
Мурашинский историко-краеведческий музей;835;2731;87;1;250;2.4;3
Нолинский музей истории и краеведения;9042;1505;10;1;257;9.7;10
Оричевский краеведческий музей;870;6315;20;2;250;8.4;4
Опаринский краеведческий музей;2065;416;1000;1;247;2.8;2
Сунский историко-краеведческий музей;2175;2654;0;1;240;4.3;4
Унинский историко-краеведческий музей;2562;2591;285;1;211;3.9;3
Арбажский районный краеведческий музей;1785;1731;52;1;252;5.9;4
Фаленский краеведческий музей;3760;1236;0;1;251;6.3;3
Шабалинский районный краеведческий музей;5310;503;0;1;247;4;1
Краеведческий музей Верхнеуслонского муниципального района;8349;381;11;1;245;3.5;7
Актанышский районный краеведческий музей;9350;6417;2100;2;252;12.4;11
Музей Шигабутдина Марджани;281;121;402;1;272;1.5;2
Литературный музей-усадьба М.Файзи;634;469;0;1;296;1.5;2
Пыть-Яхский краеведческий экомузей;1645;2092;3737;2;365;3.5;12
Югорский музей истории и этнографии;24901;9852;34753;1;247;16.8;20
Саранпаульский краеведческий музей;3398;484;1783;1;250;2.2;5
Ист.-краеведческий музей гп Фряново;3384;1074;0;1;310;6.3;12
Музейно-выставочный центр г.Медынь;498;1790;0;1;261;3.9;3
Музейно-выставочный центр г.Боровск;309;25;0;2;299;5.5;8
Нехаевский районный краеведческий музей;1910;1514;1910;1;247;2.2;4
Музей истории золотодобычи Северо-Енисейского района;2706;5881;4060;2;315;8.9;4
Зеленогорский музейно-выставочный центр;21229;24121;4982;1;233;17.6;21
Народный музей Матвеевского района;8547;2250;7063;1;255;2.8;3
"Музей ""Садовое кольцо""";1993;1425;330;2;301;24.4;11
Ванинский районный краеведческий музей;1725;1637;3362;1;252;6.3;5
Ист.-краеведческий музей г.Сухой Лог;3888;958;2974;1;177;11.9;7
Североморский музейно-выставочный комплекс;5307;2096;7403;3;358;62;21
Хабарский историко-краеведческий музей;4904;2940;0;1;317;1.2;4
Краеведческий музей им.Т.В.Великородовой с.п.Вата;5434;3405;5050;1;246;12.5;5
Музей истории Агаповского района;3903;1591;0;1;250;2.9;4
Увельский районный краеведческий музей им.М.А.Тренина;1086;545;1086;1;247;5;6
Усть-Катавский ист.-краеведческий музей;3312;7410;10722;1;262;4.4;6
Райчихинский краеведческий музей;5250;5680;0;1;249;24.9;3
Таштыпский краеведческий музей;4359;494;0;2;247;4.5;2
Боградский районный краеведческий музей;6151;1148;0;1;247;18.3;4
Музей им.Галии Кайбицкой;1028;540;511;1;262;3.1;4
Никифоровский краеведческий музей;582;187;0;1;300;3.5;2
Гор.краеведческий музей г.Арамиль;887;217;0;1;252;5.4;1
Усть-Лабинский ист.-краеведческий музей;9497;9480;0;3;357;25.5;26
Борский краеведческий музей;14120;5025;8819;1;265;10.8;4
Исаклинский историко-краеведческий музей;3336;2716;1950;1;130;3.4;3
Киясовский ист.-хужожественный музей;638;749;0;1;249;4.5;2
Кинель-Черкасский историко-краеведческий музей;3328;283;1230;1;300;10;8
Музей истории г.Отрадного;14986;6217;8788;2;260;38.2;8
Мемориальный дом-музей Т.С.Мальцева;2372;432;0;1;251;2.9;4
Сурский историко-краеведческий музей;5179;1017;0;1;262;9.5;2
Октябрьский ист.-этн. музей, Прямицыно;2474;262;0;1;287;5.8;4
Обоянский краеведческий музей;3264;2048;0;1;247;8.4;4
Глушковский районный краеведческий музей;3772;1453;0;1;247;5.5;3
Советский краеведческий музей п.Кшенский;2907;2641;0;1;252;6;5
Кореневский районный краеведческий музей;2851;1106;0;1;242;6;4
Фатежский районный краеведческий музей;1184;655;0;1;253;6;4
Касторенский краеведческий музей;6459;4364;0;2;245;4.5;3
Тимский краеведческий музей;854;1221;0;1;223;4.4;1
Галерея-мастерская художника Г.С.Райшева;2081;40;2081;1;22;0.1;12
Музей Салиха Сайдашева;269;275;0;1;122;0.8;1
Краеведческий музей Дрожжановского муниципального района;2390;1568;2200;1;302;19.7;3
"Старошаймурзинский музей ""Земля и люди"" им.А.Ш.Абдреева";7922;3042;8500;1;302;4.3;1
Мемориальный музей Ивана Яковлева;512;1056;167;1;252;1.5;2
Тюлячинский краеведческий музей;3299;721;0;1;250;2.4;2
Каракашлинский краеведческий музей;9504;6223;2221;1;246;2.2;3
Художественная галерея г.Зеленодольска;476;0;0;1;250;24.4;18
Музей истории села Муртыш-Тамак;1610;217;0;1;169;0.6;1
Краеведческий музей Сабинского мун.р-на;2901;242;2194;1;247;3.6;3
Рыбно-Слободский краеведческий музей;4847;1609;3954;1;236;3;3
Музей им.С.Герасимова с.Кундравы;11747;8113;0;1;299;4.7;2
Ист.-художественный музей г.Трехгорный;32334;3163;35497;1;263;9.6;11
Музей истории села Кутлу-Букаш;3098;926;95;1;220;1.3;1
Рег.музей истории Закамья и г.Нурлат;5906;3501;496;1;298;13.8;5
Краеведческий музей с.Нижний Таканыш;1279;721;0;1;247;1.6;2
Музей Фарида Яруллина;687;786;0;1;247;2.1;2
Нижне-Дженгутаевский краеведческий музей;831;849;0;1;300;6.5;8
Каневский историко-краеведческий музей;23396;8061;0;1;353;9.1;13
Музей Абинского района;20480;7173;0;3;301;6.1;14
Павловский историко-краеведческий музей;19828;3254;610;1;310;26.2;10
Музей истории станицы Полтавской;4812;1357;0;1;286;13;10
Музей истории Хостинского района г.Сочи;14021;458;0;1;314;15.6;16
Мем.музей Ю.В.Кондратюка;2690;561;0;1;299;6.4;3
Белоглинский ист.-краеведческий музей;3213;1013;0;1;300;3.3;6
Каратузский районный краеведческий музей;3746;512;800;1;262;4.5;4
Сухобузимский краеведческий музей;2641;1292;536;1;245;3.3;4
Старощербиновский краеведческий музей;2785;1639;0;1;261;3.7;6
Краснояружский краеведческий музей;8650;3878;2650;1;255;8.1;4
Килемарский краеведческий музей;3957;2715;0;1;256;1.2;4
Советский районный краеведческий музей;4121;2792;0;1;247;5.3;5
Щигровский краеведческий музей;7902;7478;0;1;252;7.8;4
Пристенский краеведческий музей;1857;517;0;1;255;5.1;3
Горшеченский краеведческий музей;1663;793;0;1;303;5.2;5
Сковородинский краеведческий музей;6212;4535;0;1;310;22.4;5
Карсунский худож.-краеведческий музей;16099;3768;0;1;269;2.9;4
Радищевский краеведческий музей;1856;53;0;1;247;1.2;2
Новоспасский краеведческий музей;11128;1704;0;1;264;8.7;3
Краеведческий музей Убинского района;4850;809;2334;1;248;8;5
Ист.-краеведческ.музей Бондарского р-на;3101;658;99;1;243;1.9;3
Анучинский историко-краеведческий музей;8100;250;300;2;278;4.4;5
Арамашевский краеведческий музей;1794;1070;0;1;270;17.5;5
Голубковский ист.-этнографический музей;2725;2488;0;1;250;11.3;3
Костинский историко-художественный музей;4318;2874;0;1;250;12.1;5
Мугайский музейно-туристский комплекс;2782;1764;350;1;298;2.1;4
Мемориальный комплекс Славы им.А.А.Кадырова;883;533;836;3;317;55.3;104
Районный исторический музей Верхнекамского района;1395;1469;2864;1;261;13.5;5
Красногорский краеведческий музей;541;20;0;1;247;5.3;1
Приаргунский ист.-художественный музей;4762;46;0;1;214;3.9;2
Ононский историко-краеведческий музей;6169;834;6762;1;260;6.9;8
Шилкинский краеведческий музей;3467;1970;51;1;247;4.8;5
Краеведческий музей села Доронинское;2580;1735;0;1;301;0.9;2
Красно-Чикойский ист.-этнографич.музей;9695;6947;0;2;248;5.8;3
Калангуйский краеведческий музей;4398;726;0;1;300;4.7;2
Кыринский краеведческий музей;8059;4270;0;1;240;2.3;2
Дом-музей им.Н.Г.Чернышевского;310;138;56;1;249;1.1;2
Борзинский краеведческий музей;5122;1304;800;1;277;2.5;5
"Музей ""Фридландские ворота""";1271;1232;1078;4;354;58.1;28
"Музей ""Древние курганы Салбыкской степи""";23;7;0;5;365;32.7;7
"Гос.музейно-выставочный центр ""РОСФОТО""";25890;233;25890;1;362;41.6;53
Гос.центр.театральный музей им.А.Бахрушина;1419909;62698;1062857;23;286;85.3;253
Гос.музей Л.Н.Толстого;360870;35129;7301;13;295;70.3;125
Дубенский краеведческий музей;7435;1605;729;1;303;2;5
"Гос.музей-заповедник ""Царское Село""";43491;5504;48995;80;365;3895.7;763
Музей МХАТа;333374;5915;34853;4;260;40.5;54
"Архангельский музей деревянного зодчества ""Малые Корелы""";20888;5719;26463;106;365;177.7;201
Музей Мирового океана;60725;21790;79811;18;363;548.9;198
Гос.Русский музей;415060;21374;415000;23;311;1861.9;1525
Новгородский гос.объединенный музей-заповедник;483601;401172;884773;97;365;922.1;464
"Гос.музей-заповедник ""Абрамцево""";25713;4259;24665;26;364;315.4;118
"Гос.музей-заповедник ""Сталинградская битва""";95338;69445;31338;10;362;2304.2;265
Российский национальный музей музыки;818181;18263;550712;11;316;150.7;175
"Музей-заповедник ""Град-Китеж""";1786;612;1990;3;320;15.4;39
Алькеевский историко-краеведческий музей им.С.М.Лисенкова;10098;190;89;1;365;4.5;11
Мемориальный музей военного и трудового подвига 1941-1945 гг.;28023;32463;3797;2;314;73.4;62
Тыллыминский музей истории и культуры;1473;0;0;1;175;0.5;1
Староминский ист.-краеведческий музей;18567;11014;0;2;239;17;9
Варнавинский ист.-художественный музей;5306;1336;0;2;252;7.6;8
Беловский историко-этнографический музей;11670;2959;0;1;293;6;5
Еткульский краеведческий музей;19455;8812;0;2;247;13;8
Верхнесинячихинское музейное объединение;5014;1565;1915;2;330;12.3;11
Музей истории поселка Нижняя Мактама;594;2346;74;1;254;20.7;2
Перевозский музейно-выставочный центр;2662;554;3216;2;298;4.2;8
Хатын Аринский историко-краеведческий музей им.И.Е.Винокурова;817;2296;0;1;251;1.6;8
Лукояновский краеведческий музей;4851;80;0;1;320;3;5
Воскресенский краеведческий музей;4197;1732;480;5;313;6.9;7
Ист.-краеведческий музей Черниговского района;6203;5486;0;1;298;11;4
Бутурлиновский нар.краеведческий музей;4572;1823;0;1;251;9.9;2
Музей Новоургальского гор.поселения;1420;670;0;1;250;2.2;3
Филиал краеведческого музея с.Бриакан;842;21;0;1;280;1;1
Гергебильский краеведческий музей;774;510;0;1;300;6.3;6
Дом-музей А.Абу-Бакара п.Кубачи;904;200;0;1;300;3.5;5
Бежтинский краеведческий музей;880;650;0;1;300;4.6;5
Уркарахский краеведческий музей;1308;704;0;1;300;5.7;6
"Гос.Лермонтовский музей-заповедник ""Тарханы""";17426;5183;22327;38;302;289.9;157
"Гос.музей-заповедник А.С.Грибоедова ""Хмелита""";7638;2983;3539;18;270;58;84
Гос.музей-заповедник В.Д.Поленова;14335;258;12985;36;262;145;88
"Гос.музей-заповедник ""Родина Ленина""";44147;11588;55735;29;310;202.1;123
Гос.центральный музей кино;138658;30832;169490;2;62;3;53
"Музей-усадьба ""Остафьево""-""Русский Парнас""";8902;9846;18500;5;315;266.8;120
Гос.научно-исследовательский музей архитектуры им.Щусева;723516;85021;242068;5;314;31.8;118
Кулундинский районный музей;1336;1468;0;1;247;1.4;2
Межпоселенческий историко-краеведческий музей Быстроистокского района;3496;442;0;1;252;3;1
Кондровский районный краеведческий музей;1218;3215;150;1;307;3;4
Гаринский краеведческий музей;1400;160;0;1;247;2.3;3
Осташковская художественная галерея;346;560;0;1;257;5.8;4
Музей-усадьба В.И.Вернадского;60;0;60;1;311;3.5;2
Ахтубинский историко-краеведческий музей;6914;0;391;1;247;5.3;4
Краеведческий музей Должанского района;740;257;0;1;247;1.6;2
Новосильский краеведческий музей;1785;2234;0;3;301;4.6;10
Краеведческий музей Октябрьского района;904;425;700;2;247;1;1
Иловлинский краеведческий музей;648;336;0;1;247;3.5;3
Краеведческий музей г.Покрова;16511;136;0;1;256;11.8;6
Подольский нар.ист.-краеведческий музей;3492;2080;2345;1;315;4.4;4
Алексеевский историко-краеведческий музей;6211;1324;2920;1;247;6.2;4
Алтайский гос.краеведческий музей;160548;39829;56507;8;252;72.5;60
Музей истории города-курорта Сочи;78212;8483;2223;6;349;61.9;51
Поярковский районный краеведческий музей;14918;2059;0;1;251;18;6
Калужский  музей изобразительных искусств;10667;319;10667;5;302;13.2;37
Алеутский краеведческий музей;11681;3528;120;1;302;1.8;8
Гос.исторический музей;4647987;331171;3560418;34;360;1129.6;1030
Всероссийский музей ДПНИ;208784;41013;202174;5;314;83;154
"Гос.музей-заповедник А.С.Пушкина ""Михайловское""";36937;12941;33655;97;312;386.5;396
Рязанский историко-архитектурный музей-заповедник;205855;53155;134000;9;314;186;117
Гос.Ростово-Ярославский музей-заповедник;118791;91428;208903;60;366;287.7;264
Тульский гос.музей оружия;10572;3262;13834;5;351;378;149
"Гос.музейно-выставочный центр ""РОСИЗО""";44833;151;27395;16;150;12;254
Нейский краеведческий музей;1667;2468;2770;1;312;1.8;7
Дмитриевский краеведческий музей;20612;4975;0;1;304;6.6;4
С-Пб гос.музей театрального и музыкального искусства;393999;89282;257393;1;307;45.4;94
Талдомский историко-литературный музей;13645;3470;2550;2;295;6.5;14
Тюкалинский ист.-краеведческий музей;10987;8118;10973;1;247;11;5
Музей истории города Оренбурга;6445;1279;6445;9;310;48.1;36
Порховский краеведческий музей;623;4617;0;4;365;28.8;21
Дом-музей 25-й Чапаевской дивизии;3321;1417;40;1;283;13.9;1
Этнографический музей народов Забайкалья;8044;9987;3204;43;363;116.2;41
Буйнакский музей Боевой Славы;450;0;0;1;300;4.9;7
Музей подводных сил России им.Маринеско;2669;2089;3631;1;251;16.8;20
Чернышковский казачий музей истории и этнографии;3396;635;0;2;248;4.6;5
Волжский краеведческий музей;5362;3766;0;1;255;12.8;4
Балезинский ист.-краеведческий музей;13004;4729;0;2;276;7.9;6
Чертковский историко-краеведческий музей;1617;1540;1536;1;247;3.3;3
Дом-музей поэта В.Ф.Бокова;512;365;0;2;248;1.4;8
Краев.музей Аяно-Майского МР с.Нелькан;2051;1382;0;1;250;0.9;8
Красноармейский краеведческий музей;4960;8751;12000;1;250;6.7;7
Музей Ш.Бабича, с.Асяново;593;53;93;1;244;5.7;3
Нюксенский районный краеведческий музей;4724;3957;8175;1;301;6.9;5
Музей народного поэта Ильдара Юзеева;216;25;233;1;250;0.9;1
Эльгяйский музей фольклора;1376;3266;1375;1;216;2.7;4
Эвенкийский краеведческий музей;7301;13465;7750;1;297;2.3;15
Государственная Третьяковская галерея;162032;30379;192411;26;317;1958;1213
Гос.музей искусства народов Востока;131037;4292;108578;9;312;121.5;352
Центральный музей ВОВ 1941-1945 гг.;229452;55589;285041;6;325;916.2;389
Гос.музей политической истории России;282493;201965;369887;7;297;103.8;191
Российский этнографический музей;532410;23888;532410;6;299;210.7;241
"Гос.музей-усадьба ""Архангельское""";36665;26916;28468;16;365;554;215
"Гос.музей-заповедник ""Прохоровское поле""";15352;13216;20417;14;311;255;200
Историко-театральный музей им.М.С.Щепкина;4316;1065;4427;3;311;10.6;7
Мстерский художественный музей;2698;517;2698;2;313;6.7;11
"Центр туризма ""Русские крылья""";6434;4108;1186;2;303;59.8;16
Вышневолоцкий краеведческий музей;22935;14518;1768;1;247;25.4;16
"Музей ""Невская застава""";18337;5553;23890;2;126;10.8;23
Задонский краеведческий музей;2596;3483;667;1;295;11;8
Всероссийский историко-этнографический музей;38677;18691;51182;12;254;63.5;120
Интеграционный центр-музей им.Н.А.Островского;19556;15943;28925;4;311;28.9;166
Михайловский исторический музей;9000;2458;2794;1;312;8.5;12
Сургутский краеведческий музей;58878;24892;83770;4;259;11.7;90
Южноуральский городской краеведческий музей;6489;2616;885;1;322;6.1;5
Гос.музей истории космонавтики им. К.Э.Циолковского;51293;24442;50840;9;302;290.7;134
"Гос.музей-заповедник ""Щелыково""";29225;2920;22480;13;315;47.3;69
Боготольский гор.краеведческий музей;6113;1485;468;1;247;2.4;8
Калининградский обл.музей изоискусств;11133;3946;11133;1;325;65;46
Судиславский краеведческий музей;6132;2418;500;2;321;3.2;6
Верейский историко-краеведческий музей;4658;6211;0;1;258;18.4;11
Красноармейский краеведческий музей;6552;3937;160;1;311;6.4;5
Асиновский краеведческий музей;10978;2104;855;1;250;12.1;6
Темясовский ист.-краеведческий музей;3665;432;75;1;311;3.5;6
Вавожский краеведческий музей;1874;2678;0;2;247;3.2;6
"МВЦ ""Самара Космическая""";352;979;1030;1;300;92.5;28
Музейное объединение Учалинского района;865;239;497;1;224;1.6;1
Мелеузовский ист.-краеведческий музей;7930;10968;8690;1;283;16;5
Ахтынский краеведческий музей;7205;820;0;1;300;15.8;14
Гос.музей изобразительных искусств им.Пушкина;595284;20832;612912;32;315;1147.4;693
"Гос. музей-заповедник ""Александровская Слобода""";46684;19920;66604;17;318;106;109
"Историко-культурный, мемориальный музей-заповедник ""Киммерия М.А.Волошина""";33523;62515;6112;8;345;71.3;82
"Историко-археологический музей-заповедник ""Калос Лимен""";8735;3712;434;2;319;9.9;25
Ливадийский дворец-музей;3770;1901;115;3;340;303.3;115
Симферопольский художественный музей;8012;1308;8519;2;242;22.6;39
Бахчисарайский историко-культурный и археологический музей-заповедник;143490;53318;1691;85;339;550;135
Музей истории Ленинского района;5457;7241;0;1;305;3.3;3
Этнографический музей им.Ю.А.Клименко Новониколаевского сельского поселения;980;0;0;2;242;1.6;4
Феодосийская картинная галерея им.И.К.Айвазовского;9897;4154;141;8;345;240.7;45
"Архитектурно-этнографический музей-заповедник ""Щелковский хутор""";1619;3324;283;14;313;28.4;21
Алупкинский дворцово-парковый музей-заповедник;27635;971;3423;26;365;725.2;337
Ленинский районный исторический музей;2719;1402;0;1;247;13.5;2
"Гос.музей-заповедник ""Фанагория""";2208;83;2291;1;256;2;19
"Общественно-патриотический музей ""Гиндукуш""";254;368;0;1;244;4.8;3
Историко-краеведческий музей Емельяновского района;80;33;0;1;247;1.2;2
Феодосийский музей древностей;67856;21867;0;3;310;71.1;25
Районный историко-краеведческий музей Советского муниципального района;4870;234;0;1;248;3.2;3
Нижнегорский историко-краеведческий музей;1200;350;0;1;256;3.3;3
Евпаторийский краеведческий музей;102093;14863;0;4;308;61.6;36
Ялтинский историко-литературный музей;110040;47534;0;4;295;37.4;56
Красноперекопский краеведческий музей;2237;300;0;3;245;2;3
Районный краеведческий музей Красногвардейского муниципального района;7307;5615;0;1;208;20;9
Музейно-выставочный центр Смидовичского муниципального района;899;0;100;1;183;3;1
Мечетлинский историко-краеведческий музей;707;580;166;1;210;4.9;1
"Историко-культурный музейный комплекс ""Усадьба Асеевых""";290;36;0;2;301;61;33
Филиал народного музея истории Пермского района в п.Юго-Камский;197;455;652;1;245;8.5;1
Районный краеведческий музей с.Амурзет;4514;56;0;1;258;2.2;3
Выставочный комплекс г.Владимира;127;0;127;6;364;10.9;15
Музей истории г.Симферополя;5604;6255;476;1;304;5.3;13
Крымско-татарский музей культурно-исторического наследия;3000;7926;891;2;291;23;37
Крымский этнографический музей;8770;5290;1055;7;311;22.3;28
"Музей-заповедник ""Судакская крепость""";6981;3537;6408;65;366;347.6;44
Восточно-Крымский историко-культурный музей-заповедник;208145;48790;61842;208;328;200.9;164
Центральный музей Тавриды;127320;50544;8372;4;299;41.9;92
Мемориальный комплекс политических репрессий;531;455;986;24;310;11.6;34
"Музей-филиал ""Алифба""";946;481;0;1;286;1.5;1
"Историко-археологический музей-заповедник ""Неаполь Скифский""";5858;2749;2368;2;317;10.3;15
Музей Александровского р-на с.Султакай;966;820;0;1;313;2.5;2
"Музей городского округа ""Жатай""";1401;961;239;1;247;5;3
Народный музей Адамовского района;4607;725;2300;1;296;5.3;2
Народный музей Грачевского района;2545;1590;70;1;250;6.1;3
Ист.-краеведческий музей Илекского р-на;4374;1305;4374;3;299;7.3;4
Краеведческий музей Кваркенского р-на;2080;0;0;1;247;8.4;1
Переволоцкий нар.ист-краеведческий музей;2816;1648;0;1;249;4.8;2
Светлинский народный краеведческий музей;1525;1414;2331;1;249;2.7;2
Ташлинский районный краеведческий музей;5301;3042;0;1;301;6.2;3
Музей боевой славы п.Алексеевское;452;376;0;1;247;2.4;2
Теплогорский филиал;116;135;251;1;251;2;1
"Военно-исторический музей ""Во славу Отчизны""";451;16;0;1;263;0.8;3
Кочкуровский музей боевого и трудового подвига 1941-1945 гг.;848;250;0;1;215;2.3;1
Первомайский исторический народный музей;716;158;0;1;226;2.1;1
Музей краеведения и истории грязелечения г.Саки;11430;10773;0;1;305;4.5;14
"Муниципальное унитарное предприятие ""Поляна сказок""";40;216;0;6;365;61.3;35
